날짜,평균 풍속,최저 기온,최고 기온,강수량,일일 방문객 수
2018-01-01,3.5,4,8.8,0.001,135138
2018-01-02,2.2,3,10.1,0.001,125122
2018-01-03,3.4,3.5,8.4,0.001,122070
2018-01-04,2.6,2.4,4.6,0.6,123266
2018-01-05,4.1,1.9,6.5,4.2,126084
2018-01-06,3.1,4.8,8.7,0.001,129745
2018-01-07,2.1,4.4,11.5,3.6,124834
2018-01-08,4.5,6.1,11.3,4.1,124999
2018-01-09,7.5,2.8,7,0.4,125870
2018-01-10,8.9,-0.5,5.9,3.4,125548
2018-01-11,7,-2.2,1.7,8.3,111730
2018-01-12,5.1,-2.3,2.3,1.8,127449
2018-01-13,2.7,1.4,6.9,0,133861
2018-01-14,1.8,3.1,12.9,0.001,137372
2018-01-15,2.3,7.8,14.4,0.001,138201
2018-01-16,1.9,8.7,14.4,16.5,137172
2018-01-17,2.9,8.5,11.5,3.8,140035
2018-01-18,2.8,6.3,10.8,0.001,143686
2018-01-19,2,4.3,9.4,0.001,146783
2018-01-20,1.9,2.8,9.9,0.001,154256
2018-01-21,2.3,3.9,11.4,0.001,151148
2018-01-22,4,7.1,10.9,0.7,147374
2018-01-23,5.5,0,7.6,0.3,146104
2018-01-24,5.2,-2.4,1.2,4.5,148060
2018-01-25,5.2,-2.6,-1.2,0,151470
2018-01-26,4.9,-2.1,-0.4,0.1,152887
2018-01-27,2.3,-1.6,3.6,0.001,157920
2018-01-28,3.9,0.5,4.6,2,154836
2018-01-29,5.9,-0.1,4,1.7,149205
2018-01-30,3.4,-0.2,4.1,1.5,142912
2018-01-31,2,2.1,5,0.5,140402
2018-02-01,3.9,3.2,6.8,0,109630
2018-02-02,3.2,1.6,6.1,0.001,113365
2018-02-03,6.3,-0.7,4.9,1.1,114303
2018-02-04,6.8,-2.3,0.8,5.9,104002
2018-02-05,6.3,-1.7,2.6,3.5,100712
2018-02-06,5.9,-2.5,0.8,5.7,92046
2018-02-07,3.1,-1.3,1.9,1.7,101804
2018-02-08,2,-0.7,6.8,3.1,98654
2018-02-09,2.1,1.4,11.2,0.001,105654
2018-02-10,3.7,2.7,7.9,2.2,108955
2018-02-11,6.5,1,5.4,0.8,106606
2018-02-12,7.2,-0.1,4.1,0,103954
2018-02-13,4.2,2.7,8.3,0.001,109116
2018-02-14,3.4,2.5,15.4,0.001,123652
2018-02-15,2.1,4.6,10.5,0,149870
2018-02-16,2.6,3.9,9.7,0.001,168721
2018-02-17,3.4,2.8,7.5,0.001,162284
2018-02-18,1.9,1.7,10.2,0.9,139426
2018-02-19,2.2,5.5,10.5,2.1,120446
2018-02-20,2.5,4.6,11.9,0.001,120113
2018-02-21,3.1,4.2,7.5,0.001,126574
2018-02-22,3.1,3.2,7.6,0.001,134869
2018-02-23,3.2,3.3,13.1,0.001,141894
2018-02-24,2.2,5.3,13.3,0.001,146430
2018-02-25,2,6.7,13.2,0.001,144714
2018-02-26,1.7,4.2,11.9,0.001,139433
2018-02-27,2.5,5.8,15,0.001,135408
2018-02-28,5.6,6.9,17.5,59.6,135772
2018-03-01,5.8,3.3,10.5,0.001,127659
2018-03-02,1.9,2.8,9.1,0.001,135454
2018-03-03,1.8,6,19.2,0.001,137330
2018-03-04,2.7,10.9,23.2,0.8,122364
2018-03-05,3.9,8.2,21.7,3.9,108398
2018-03-06,3.5,8.2,11.3,0.001,105525
2018-03-07,3.8,8.4,11.6,30.1,104965
2018-03-08,5.4,5.1,8.6,18.2,107090
2018-03-09,2.8,4.2,7.8,0.001,117915
2018-03-10,2.7,4.3,11.5,0.001,129756
2018-03-11,1.8,5.1,12.1,0.001,128090
2018-03-12,1.9,7,15.3,0.001,120292
2018-03-13,2.1,9.6,19.2,0.001,118352
2018-03-14,1.9,12.5,20.3,0.001,121380
2018-03-15,3.5,12,21.7,16,129706
2018-03-16,3.1,8.8,12.1,1.9,137312
2018-03-17,3.6,7.3,13.8,0.001,148092
2018-03-18,2.2,7.8,22.3,3.1,144942
2018-03-19,3,10.1,16.2,8.7,137375
2018-03-20,6,6.5,10.2,14.1,130914
2018-03-21,4.7,4.2,6.6,21.2,134866
2018-03-22,3.4,5.3,10.4,0,145498
2018-03-23,2.6,4.6,11.9,0.001,153615
2018-03-24,2.8,7.7,16.5,0.001,159324
2018-03-25,2.3,9.6,16.9,0.001,154480
2018-03-26,1.6,9.7,17,0.001,147707
2018-03-27,2,10.3,19.1,0.001,145198
2018-03-28,1.9,9.5,19.1,0.001,148736
2018-03-29,1.9,12,19.3,0.001,154574
2018-03-30,3.7,13.5,18.9,0.001,160800
2018-03-31,3,13.3,21,0.001,164826
2018-04-01,2,15.2,21.3,0.001,123154
2018-04-02,1.6,15.3,21.3,0.001,117229
2018-04-03,1.7,15.3,21.5,0.001,119014
2018-04-04,2.1,15.8,20.6,0.2,125909
2018-04-05,3.3,14.4,21.3,0.001,134344
2018-04-06,5.7,8.1,18.2,20,143654
2018-04-07,7.6,5.3,9.8,0,148351
2018-04-08,5.7,7,16.4,0.001,142684
2018-04-09,3.3,12.6,16.3,0.001,135384
2018-04-10,3.4,12.5,22.3,0.001,133886
2018-04-11,3.8,13.6,21.2,0.001,139870
2018-04-12,2.3,13.1,23.5,0.001,145820
2018-04-13,4.1,14.3,19.5,0,154060
2018-04-14,4.8,10.2,22.9,3.7,156852
2018-04-15,4.2,9.6,15.7,0.001,150636
2018-04-16,2,8.5,14.6,0.001,141362
2018-04-17,2.6,12.3,16.6,0.001,137823
2018-04-18,2.6,10.7,17.3,0.001,141365
2018-04-19,2.2,9.2,20.3,0.001,148092
2018-04-20,1.8,12.1,20.3,0.001,156688
2018-04-21,1.7,13.2,19.5,0.001,162158
2018-04-22,1.6,17.3,25.2,5.2,152736
2018-04-23,1.7,16.1,21.8,41.8,141480
2018-04-24,2.7,13.6,16.4,38.7,141078
2018-04-25,2,12.6,17.8,1.7,148376
2018-04-26,2.2,12.1,19.4,0.001,157892
2018-04-27,3.4,13.5,21.2,0.001,167618
2018-04-28,1.8,13.1,19.3,0.001,170492
2018-04-29,2,14.4,19.3,0,166796
2018-04-30,1.8,17.4,26.1,1.2,156457
2018-05-01,1.6,16.5,26,0.001,128594
2018-05-02,3.7,13.4,24.5,0.3,123560
2018-05-03,5.2,12.7,19,0.001,126024
2018-05-04,4,12.3,20.3,0.001,139538
2018-05-05,2.6,13.7,22.7,0.001,153584
2018-05-06,4.2,17.2,23.6,21.4,154287
2018-05-07,2.8,15.5,18.1,17.2,137851
2018-05-08,3.8,14.2,18.3,0.001,124758
2018-05-09,3.3,13.8,18.1,0.001,121992
2018-05-10,3,13.9,18.3,0.001,131184
2018-05-11,1.8,12,22.8,0.001,140396
2018-05-12,2.6,18.4,24.4,1.3,141484
2018-05-13,2.9,14.9,21.7,41.8,136829
2018-05-14,1.4,14.9,23.2,0.001,134768
2018-05-15,1.4,17.9,26.3,0.001,138016
2018-05-16,2.2,21.3,31.1,0.001,143524
2018-05-17,2.4,22.1,30.1,0.001,147116
2018-05-18,3.6,16.3,27.8,2.4,151210
2018-05-19,4.3,15.5,17.9,0,157052
2018-05-20,4.7,15.1,18.6,0.7,160800
2018-05-21,3.9,15.7,20.3,0,155491
2018-05-22,2.9,16.8,26.4,2.7,144266
2018-05-23,3.6,16.1,22.7,4.1,132562
2018-05-24,1.3,14.1,24.4,0.001,134036
2018-05-25,1.8,18,24,0,143196
2018-05-26,3.5,14.8,23.9,2.9,150944
2018-05-27,1.4,16.7,23,0.1,148190
2018-05-28,3,17.7,24,3.9,142674
2018-05-29,2.5,19.1,26.8,0.001,143700
2018-05-30,2.2,18.6,24.6,0.001,148344
2018-05-31,2.4,16.8,21.8,0.001,149530
2018-06-01,1.6,16.2,23.2,0.001,131852
2018-06-02,1.7,19.2,25.5,0.001,136892
2018-06-03,1.7,20.3,24.1,0.001,136154
2018-06-04,1.6,19.5,26.7,0.001,129206
2018-06-05,2.5,19.1,22.9,28.5,131912
2018-06-06,1.8,18.8,23.8,0.001,137165
2018-06-07,1.8,18.9,24.4,0.001,134578
2018-06-08,2.4,18.9,24.6,0.001,136101
2018-06-09,3.4,18.9,26.9,0,146590
2018-06-10,3.5,18.4,21.1,2.1,140486
2018-06-11,2.4,18,22.4,23.9,133136
2018-06-12,2.4,18.7,24.5,3.1,131828
2018-06-13,2.7,17.7,28.8,0.001,135734
2018-06-14,4.1,19.5,25.6,0.001,134456
2018-06-15,3.9,19,23.8,0.001,139650
2018-06-16,3.7,18.3,23,0.001,149482
2018-06-17,3.5,18.9,24.5,0.001,144000
2018-06-18,1.6,19.5,24.1,0,138068
2018-06-19,1.3,19.7,24.3,31.3,136752
2018-06-20,2.2,19.7,25.3,1,142457
2018-06-21,2.2,20.2,26.8,0.001,147836
2018-06-22,2.4,20.1,25.6,0.3,153930
2018-06-23,2.7,19.8,25.1,1.4,158095
2018-06-24,2.7,20.6,27,0.001,155456
2018-06-25,1.6,20.6,27.5,0.001,154007
2018-06-26,4.9,23.6,32.3,0.001,154231
2018-06-27,5,24.3,29,17.3,156786
2018-06-28,3.9,23.4,28.5,44,156107
2018-06-29,2.7,23.2,28.9,10.4,154242
2018-06-30,1.9,22,26.8,47.8,148603
2018-07-01,3,22.7,30.4,7.5,113981
2018-07-02,3.4,24.1,31.4,0,103674
2018-07-03,4.8,22.8,25.5,1.6,105217
2018-07-04,2.6,24.2,29.8,0.001,119220
2018-07-05,2.4,23.6,26.5,0,128702
2018-07-06,3.2,21.7,24,38.1,134712
2018-07-07,4,19.9,22.3,0,141530
2018-07-08,3.8,19.6,22.5,1.3,142219
2018-07-09,2.7,21.1,28.5,0.1,140556
2018-07-10,3.6,24.7,33.1,0.001,141295
2018-07-11,2.8,27.4,35,0.001,147133
2018-07-12,1.8,26,30.4,0.001,153566
2018-07-13,1.9,25.2,29.2,0.001,156930
2018-07-14,1.7,24.8,29.5,0.001,160548
2018-07-15,1.8,24.4,29.8,0.001,156814
2018-07-16,2,24.5,29.5,0.001,152509
2018-07-17,1.7,24.8,30.1,0.001,151980
2018-07-18,1.9,24.6,30.6,0.001,152310
2018-07-19,1.5,24.7,31,0.001,153468
2018-07-20,2.8,25.8,31.6,0.001,153696
2018-07-21,3.2,25,33.9,0.001,159030
2018-07-22,3.7,28.2,30.8,0.1,156356
2018-07-23,2.3,27,34.1,0.001,151372
2018-07-24,2,27.5,31.7,0.001,151952
2018-07-25,2.1,27.5,31.9,0.001,156446
2018-07-26,2.2,27.5,31.8,0.001,160436
2018-07-27,2.5,27.1,32.5,0.001,169214
2018-07-28,2.3,27.4,31.1,0.001,180918
2018-07-29,2.5,27.2,32.5,0.001,188318
2018-07-30,3.5,27.6,31.1,0,193074
2018-07-31,2.5,25.8,31.6,0.001,199472
2018-08-01,3,26.3,32.3,0.001,173338
2018-08-02,4,26.7,32.1,0,177849
2018-08-03,3.4,28.1,34.1,0.9,179602
2018-08-04,1.9,27.8,32,0.001,181072
2018-08-05,2.5,27.4,33.3,0.001,174552
2018-08-06,2.4,28.1,32.8,0.001,170296
2018-08-07,2.9,27.9,31.9,0.001,166918
2018-08-08,2.8,26.9,31.8,0.001,165806
2018-08-09,2.3,27.5,32.6,0.001,164566
2018-08-10,2.5,27.5,33.2,0.001,168378
2018-08-11,3.7,27.8,32.4,0,173173
2018-08-12,3.2,26.1,33.3,41.1,170506
2018-08-13,3.8,28.7,34.4,0.2,168658
2018-08-14,3.1,28.6,35.3,0.001,173302
2018-08-15,3.5,27.8,33.5,1.4,172991
2018-08-16,3.7,25.2,28.8,12.7,169785
2018-08-17,4.6,24.4,28.4,8,170527
2018-08-18,3.7,24.4,30.7,0.001,174948
2018-08-19,2.7,24.8,33.2,0.001,166201
2018-08-20,2.4,27,32.8,0.001,162855
2018-08-21,2.6,24.8,30.6,0.001,160244
2018-08-22,5.8,25.9,30.5,36.9,142020
2018-08-23,9.8,25.6,29.2,265.4,115440
2018-08-24,5.6,24.9,30,0,153601
2018-08-25,2.1,24.7,31.2,1.4,153072
2018-08-26,1.8,26,31.8,8.5,154900
2018-08-27,2.1,26.1,32,0,162172
2018-08-28,1.7,25.9,30.4,0.001,168476
2018-08-29,1.8,25.1,33.9,0.001,171675
2018-08-30,2.4,25.8,34.5,0,171594
2018-08-31,3.8,25.6,33.3,0.001,167058
2018-09-01,3.4,23.3,28.9,9.5,136829
2018-09-02,2.2,22.7,29.2,1.1,133872
2018-09-03,1.4,24.1,31.2,0.5,129066
2018-09-04,3.9,23.5,29.1,7.1,128282
2018-09-05,3.3,23.2,30.8,0.001,131120
2018-09-06,2,24.5,29.2,0,137092
2018-09-07,2.5,21,27.4,11.8,143154
2018-09-08,2.2,19.4,24.9,0,149482
2018-09-09,2.1,19.1,26.3,0.001,143756
2018-09-10,3.3,20.2,26.2,0,136490
2018-09-11,4,21.4,23.8,0.2,134729
2018-09-12,2.8,21.4,24.8,0.2,139520
2018-09-13,2.4,21.6,24.3,139.3,139853
2018-09-14,2,23,27.8,0,144389
2018-09-15,2.7,23.5,28,0.4,143171
2018-09-16,2,23,28.5,0.001,134267
2018-09-17,1.5,23.4,28.3,0.1,126140
2018-09-18,2,23.4,28.1,0.001,120085
2018-09-19,1.6,21.3,25.4,0,117082
2018-09-20,3,22.3,27.7,11.6,114762
2018-09-21,2.8,23.4,28.2,2.9,125198
2018-09-22,1.7,22.3,27.6,0.001,151879
2018-09-23,2.7,21.2,29.6,0,180904
2018-09-24,2,19.2,23.7,0.001,199556
2018-09-25,4,19.3,24.1,0.001,188416
2018-09-26,4.8,20.8,24.9,0,162603
2018-09-27,3.3,18.5,23.6,0.001,143689
2018-09-28,3.2,19.4,24.3,0,137504
2018-09-29,4.2,18.5,22.3,3,139524
2018-09-30,5.8,20.2,25.2,0.001,137025
2018-10-01,5.6,19.7,23.5,0,106914
2018-10-02,3,17.6,23.6,0.001,109812
2018-10-03,1.8,16.5,22.3,0.001,111062
2018-10-04,3.3,17.8,21.9,3.4,105536
2018-10-05,6.5,20.6,24.5,310,88778
2018-10-06,6,19.6,24.7,27.4,92750
2018-10-07,2.3,17.9,23.9,0.001,115398
2018-10-08,2,16.6,22.3,0.001,125720
2018-10-09,1.9,17.5,22.3,0,134796
2018-10-10,3.4,16.3,20.5,0,135034
2018-10-11,3.9,15.1,18.5,0.001,139450
2018-10-12,2.8,13.2,18,0.001,148452
2018-10-13,2,11.8,19,0.001,151711
2018-10-14,2.1,13.2,20.4,0,147494
2018-10-15,2.4,16.2,20.6,0.001,141134
2018-10-16,2.1,14,19.3,3.2,142734
2018-10-17,2.1,13.1,20.6,0.001,150370
2018-10-18,3.6,15.2,19.3,0.001,154612
2018-10-19,2.4,12.9,19.5,0.001,158946
2018-10-20,2.3,12.5,20.5,0.001,159033
2018-10-21,2.7,13.7,20.7,0.001,152201
2018-10-22,1.9,14.5,20.6,0.3,143112
2018-10-23,2,16.4,21.9,0.001,143042
2018-10-24,2.3,13.8,19.7,0.001,147710
2018-10-25,2.9,11.6,22.8,0.001,151868
2018-10-26,3.5,16.3,21.8,2.7,155166
2018-10-27,6.2,14.5,17.9,0.001,157815
2018-10-28,5,13.1,21.1,0.001,152044
2018-10-29,3.8,15.2,22,0.001,143126
2018-10-30,2.9,13.2,17.4,0.001,138946
2018-10-31,3.3,11.6,18,0.001,141494
2018-11-01,3.1,11.2,16.3,0.001,121544
2018-11-02,2.6,9.6,18.5,0.001,133206
2018-11-03,2.5,11.4,18.5,0.001,138254
2018-11-04,2.1,12.3,19.6,0.001,132150
2018-11-05,2,10.5,18.8,0.001,122451
2018-11-06,2.4,12.9,19.9,0.001,120050
2018-11-07,1.9,16.1,18.8,1.5,122602
2018-11-08,3.2,15.1,20.5,18.5,126574
2018-11-09,3.9,11.3,17.2,0,134970
2018-11-10,1.8,9.7,17.8,0.001,139016
2018-11-11,2.5,10.5,18.3,2.4,132674
2018-11-12,3.7,13,15.5,2.2,122276
2018-11-13,3.3,12.5,16.3,0.001,117523
2018-11-14,2.4,10.2,16.3,0.001,120449
2018-11-15,2.8,11.2,20.1,0.001,124362
2018-11-16,3.4,13.5,17.4,3.6,133994
2018-11-17,2.5,9.7,15.4,0.001,142688
2018-11-18,2.3,9.6,15.1,0,135618
2018-11-19,3,11.8,15.7,0.001,122626
2018-11-20,3,10.1,15.6,0.001,114310
2018-11-21,2.3,9.9,16.7,0.4,113572
2018-11-22,4.9,8.4,13.5,0.001,121800
2018-11-23,2.5,7.3,12.3,0.001,134141
2018-11-24,2.7,8.8,19.2,0,139996
2018-11-25,1.8,10.6,16,0.001,134596
2018-11-26,1.9,10.4,18.2,0,123456
2018-11-27,1.9,11.5,17,0.001,117719
2018-11-28,2.3,10,16.3,0.001,118584
2018-11-29,1.9,8.5,17.8,0.001,125097
2018-11-30,1.7,10,16.9,0.001,129924
2018-12-01,2,11.3,16.3,0.001,113012
2018-12-02,2.9,13.6,20.5,1.6,106194
2018-12-03,1.5,17.1,22.9,2.9,95277
2018-12-04,3.3,10.8,17.6,17.5,91959
2018-12-05,2.7,8,11.7,0.001,95288
2018-12-06,3.7,8.1,12.6,11.6,104111
2018-12-07,5.8,2.7,10.3,0,109221
2018-12-08,4.6,2.6,6.6,0,116854
2018-12-09,3.5,2.8,4.8,0.001,114226
2018-12-10,2,4.7,10.2,0.001,104272
2018-12-11,3.2,7.2,10.1,20,100230
2018-12-12,5.4,5.8,9.1,0.2,100670
2018-12-13,5,6,9.7,0.001,107023
2018-12-14,4.5,4.4,7,0.001,114408
2018-12-15,1.9,2,9.6,0.001,122157
2018-12-16,2.4,6.5,10.8,7.1,119924
2018-12-17,6,9.7,11.8,0.001,115630
2018-12-18,3.8,8,12,0.001,116456
2018-12-19,3.2,8.5,18,0.001,113281
2018-12-20,1.7,11.7,16.1,21.8,111268
2018-12-21,2.2,12.7,16.8,0,117778
2018-12-22,1.8,11.5,16.2,3,132738
2018-12-23,4,7.4,12.2,8,137480
2018-12-24,2.9,4.6,9,0.001,137389
2018-12-25,1.7,3.8,10.8,0.001,136052
2018-12-26,3.9,6.8,9.7,0.4,134736
2018-12-27,5.4,1.4,6.8,0.001,136878
2018-12-28,6.8,0.2,3.2,1.8,142664
2018-12-29,5.7,1.7,4.1,0.1,156198
2018-12-30,4.5,1.9,4.1,0,164535
2018-12-31,2.9,3.5,5.8,0.001,167150
2019-01-01,5.3,4.8,7,0,132360
2019-01-02,4,4.5,6.1,0.001,123428
2019-01-03,2.6,3.5,8,0.001,120036
2019-01-04,2.1,2.6,10,1.6,122280
2019-01-05,3,5.2,9,0,127988
2019-01-06,2.6,4.5,7.7,0.001,123669
2019-01-07,2.2,3.1,8.8,0.001,120620
2019-01-08,4.3,4.5,8.8,0,123372
2019-01-09,3.2,2.2,5.8,0,126620
2019-01-10,3,5.6,7.8,0,130536
2019-01-11,2.3,5.9,9.4,1.7,134575
2019-01-12,2.7,8.1,10.9,2,141810
2019-01-13,3.5,6.6,10,0.001,140648
2019-01-14,2,5.5,9.7,0.001,138257
2019-01-15,4.1,3.6,9.9,0.001,140364
2019-01-16,4.2,2,4,0.001,141673
2019-01-17,4.3,3.9,6.5,0,143787
2019-01-18,1.9,3.9,9.8,0.001,147284
2019-01-19,2.3,3.6,12.6,1,158554
2019-01-20,5.6,3.9,11.6,0,147546
2019-01-21,4.4,3.9,8.1,0.001,144274
2019-01-22,3.3,5.8,10.9,0.001,140896
2019-01-23,3.5,6.7,11.9,0.001,144095
2019-01-24,2,3.4,9.6,0.001,150311
2019-01-25,4.1,3.6,10.1,0.001,148564
2019-01-26,5.6,2.9,5.8,0.001,152117
2019-01-27,2.4,2.4,8.5,0.001,149062
2019-01-28,4.4,4.8,10.8,0.001,143398
2019-01-29,2,2.8,9.2,0.001,139363
2019-01-30,1.6,6.8,10.1,0,134858
2019-01-31,5.2,3.3,8.2,17.9,133889
2019-02-01,4.8,3.4,6.8,0,110862
2019-02-02,2.2,5,12,0.001,134684
2019-02-03,5.5,8.6,18.4,9.8,157804
2019-02-04,3.4,4.9,9.5,0.001,170132
2019-02-05,2.7,4,13.6,0.001,170065
2019-02-06,1.8,9.1,15.5,0.001,147178
2019-02-07,3.5,1.9,12.1,3.8,129392
2019-02-08,2.8,1.5,5.6,0.001,127757
2019-02-09,4.3,1.5,4.7,0,129514
2019-02-10,3.1,2,4.9,0.001,125864
2019-02-11,4.4,2.9,4.7,0,125548
2019-02-12,2.3,1,8.7,0.001,128037
2019-02-13,3.3,5.2,8.7,0.001,132783
2019-02-14,2.2,4.2,8,0.001,135968
2019-02-15,2.4,4.3,7.7,0,136994
2019-02-16,4.7,3.1,7,0.001,140777
2019-02-17,3.1,3.1,6.9,0.001,140217
2019-02-18,2.1,2.9,9.8,2.1,136546
2019-02-19,4.1,6.4,13,15.9,135576
