날짜,평균 풍속,최저 기온,최고 기온,강수량,일일 방문객 수
2020-04-11,3.6,9.7,16.8,23.9,76804
2020-04-12,4.5,7.5,11.2,25.4,76062
2020-04-13,4.5,9.6,13.8,0.001,75341
2020-04-14,2.1,8.3,16.6,0.001,78978
2020-04-15,1.8,10.1,16.9,0.001,78858
2020-04-16,3,10.3,21.4,0.001,78995
2020-04-17,3.4,13.6,18.7,9.7,82310
2020-04-18,3.2,11.1,16.2,0.001,87066
2020-04-19,4.5,11,15.6,19.5,79972
2020-04-20,4.1,11.6,18,0.4,81638
2020-04-21,3.9,10.2,16.5,0,83128
2020-04-22,5.7,8.7,14.8,0.001,87756
2020-04-23,5.1,8.7,14.1,0.001,90038
2020-04-24,3.8,9.1,16.8,0.001,117064
2020-04-25,6.1,10.2,23,0.001,106120
2020-04-26,2.3,11.1,18.9,0.001,107401
2020-04-27,2.6,11,17.7,0.001,105784
2020-04-28,2.7,10.4,19.7,0.001,108388
2020-04-29,2.2,13,20,0.001,123154
2020-04-30,2.4,12.5,24.8,0.001,145992
2020-05-01,2.1,17.4,24.6,0.001,136787
2020-05-02,1.1,16.4,21.9,3.2,140312
2020-05-03,1.9,16,23.6,0.9,129752
2020-05-04,2.2,15.5,23.7,0,110736
2020-05-05,2.9,14.2,24.6,0.001,97632
2020-05-06,3.2,15.9,24.5,0.001,85992
2020-05-07,4.2,14.8,22.9,0.001,83408
2020-05-08,3.3,15.5,26.5,0.2,85564
2020-05-09,5.2,15.5,27.7,3.4,87304
2020-05-10,3.9,15,18.1,0.001,95042
2020-05-11,2.7,14.6,23.2,0.001,100012
2020-05-12,5,14.9,25.1,0.001,103243
2020-05-13,2.1,13.2,20.4,0.001,103428
2020-05-14,1.5,15.2,25.8,0.001,102578
2020-05-15,3.3,19,27.1,2.9,100471
2020-05-16,1.8,14,19.1,5.3,102865
2020-05-17,2,13.6,21.9,0.001,105448
2020-05-18,2.6,15.9,29.5,0.4,104146
2020-05-19,5.8,14.4,21.1,0.001,104895
2020-05-20,3,13.8,20.6,0.001,129482
2020-05-21,3.1,14.5,24.6,0.001,119424
2020-05-22,4.1,16.3,23.9,0.001,121152
2020-05-23,2.8,16.1,22.4,0.001,125314
2020-05-24,2.3,17.9,26.1,0.001,125566
2020-05-25,2,16.4,20.6,0,120460
2020-05-26,2.6,16.5,21.1,0,118660
2020-05-27,2.8,16,21.1,0.001,119637
2020-05-28,3,15.9,25,0.001,124086
2020-05-29,2.2,14.7,20.5,0.001,127866
2020-05-30,2.3,17.8,23.6,0.6,130144
2020-05-31,3.5,17.1,23.6,3.7,128720
2020-06-01,1.9,16.7,21.7,0.4,99673
2020-06-02,2,15,22.5,0.001,98042
2020-06-03,1,18.1,24.7,0,98178
2020-06-04,1.4,18.7,25.3,0.001,108714
2020-06-05,1.4,17.4,24.2,0.001,113572
2020-06-06,3.1,19.2,26.5,0.001,122006
2020-06-07,2.9,18.5,23.9,0.001,121716
2020-06-08,3,18.6,29.7,0.001,135478
2020-06-09,3.6,22.2,30.1,0.001,112777
2020-06-10,1.7,22.7,28.9,0.4,105774
2020-06-11,3.2,21.6,28.9,0,107440
2020-06-12,2.2,21.1,24.2,1.1,111783
2020-06-13,3.1,22.8,29.6,24.3,113606
2020-06-14,4.5,20.8,27.7,26,114366
2020-06-15,2.3,20.2,25,0.001,114394
2020-06-16,2.5,21.4,26.9,0.001,111594
2020-06-17,1.8,18.3,23.2,30.9,110201
2020-06-18,4.2,18.3,22.5,49.3,112805
2020-06-19,2.1,18.3,22.6,11.4,125321
2020-06-20,3,19.7,24.9,0.001,134967
2020-06-21,4,20.1,24.3,0.001,138194
2020-06-22,3,20.1,28.9,0.001,134460
2020-06-23,1.6,20,30.9,0.001,151025
2020-06-24,2,21.9,27.1,38.3,126018
2020-06-25,2.2,21.6,24.9,14.2,147392
2020-06-26,2.2,20.7,25.4,0.001,135863
2020-06-27,2.3,20.8,26.8,0.1,137546
2020-06-28,2.1,20.5,28.7,0.001,135594
2020-06-29,3.2,19.1,27.6,25.1,126980
2020-06-30,7,20,24,0,125258
2020-07-01,2.9,19.7,26.8,0.001,105840
2020-07-02,2.2,20.2,25.2,0.001,155659
2020-07-03,3.6,19.7,23.8,17,131236
2020-07-04,2.7,19.5,21.7,0.4,136398
2020-07-05,1.4,19.2,24.2,0.001,133518
2020-07-06,1.5,20.7,26.1,15.7,128996
2020-07-07,1.8,21.2,25.5,35.1,128062
2020-07-08,1.9,20,25.6,0.001,131940
2020-07-09,2.1,20.9,27.6,2,154528
2020-07-10,3.3,21.9,29.8,16.4,147346
2020-07-11,2.2,22.5,25.8,0,145100
2020-07-12,2.6,22.6,26.5,4.3,142814
2020-07-13,5.7,22.6,30.6,1.5,144546
2020-07-14,4.8,19.8,23.6,0.5,147130
2020-07-15,2.8,20.2,24.6,0,177044
2020-07-16,2.8,20.2,24.5,0.4,158210
2020-07-17,2.8,20.1,25.8,0.001,159092
2020-07-18,1.7,20.7,26.7,0.2,155502
2020-07-19,3.2,23,34.3,0,151928
2020-07-20,4.2,22.8,29.9,1.2,167783
2020-07-21,1.6,22.6,27.2,4.4,150196
2020-07-22,2.8,23.8,30.4,0,148624
2020-07-23,4.3,23.6,30.5,9.2,148054
2020-07-24,6.6,21.3,25.1,2.4,148886
2020-07-25,4.5,21.2,26.6,0,153002
2020-07-26,2.4,20.7,25.5,0.001,151176
2020-07-27,1.9,22.6,27.9,71.5,161665
2020-07-28,2.7,25.1,33.8,2,151176
2020-07-29,1.8,25.7,30.9,0.5,152226
2020-07-30,1.8,25.4,31,0.001,159173
2020-07-31,1.9,25.1,29.5,0.001,173744
2020-08-01,1.6,25.5,30.7,0.001,152156
2020-08-02,2.2,26.7,34,0.001,161662
2020-08-03,2,26.7,32.5,0.001,162953
2020-08-04,1.9,27.1,34.9,0.001,167688
2020-08-05,2.1,26.4,34.1,9.7,167776
2020-08-06,4.8,27.9,32.7,0,169141
2020-08-07,4,27.8,32.7,0,172630
2020-08-08,5.4,29.7,32.7,0.001,197911
2020-08-09,3.9,28,33.9,0.001,172697
2020-08-10,3.3,26.6,32.3,4.2,159604
2020-08-11,4.5,27.6,33.6,2,162421
2020-08-12,3.1,28.2,34.5,0,167430
2020-08-13,2.9,28.2,36.1,0.001,174010
2020-08-14,3.5,27.6,36.3,0.001,185098
2020-08-15,2.3,27.8,36.3,0.001,197116
2020-08-16,2.3,27.5,32.7,0.001,196578
2020-08-17,2.1,27,32.3,0.001,186543
2020-08-18,2.2,26.8,30.8,0.001,178608
2020-08-19,2.1,26,31.2,0.001,175749
2020-08-20,2,26,31.3,0.001,172963
2020-08-21,2.8,25.4,30.3,0.001,175098
2020-08-22,2.3,24.3,33.3,2.8,171798
2020-08-23,2.5,24.8,31.2,0.001,168452
2020-08-24,2,26.2,35.1,0.001,159446
2020-08-25,3.4,27.7,33.6,2.9,143118
2020-08-26,6.7,25.4,29.8,114.3,105858
2020-08-27,2.8,27.2,30.8,0.7,162046
2020-08-28,1.7,26.4,32.6,2.3,150745
2020-08-29,1.8,26.3,31.3,1.5,133732
2020-08-30,1.9,26.1,31.4,0.001,132388
2020-08-31,3.1,25.9,31.6,0,124600
2020-09-01,3.8,25.6,28,0.1,87342
2020-09-02,11.6,23.1,27.9,183.6,69790
2020-09-03,5.7,23.2,28.7,0.3,93786
2020-09-04,2.3,21.5,29.3,0.001,94070
2020-09-05,2.4,19.3,24.1,7.6,93611
2020-09-06,3.9,20.5,23.1,71.7,106530
2020-09-07,6.9,20.7,26.3,79.8,85036
2020-09-08,2.8,22.4,30.7,0.001,96624
2020-09-09,2.5,24.4,28.7,0,104366
2020-09-10,2.1,22.7,26.6,0,139041
2020-09-11,2,21.8,26,0.6,117691
2020-09-12,1.6,21.6,25.5,0.001,121208
2020-09-13,1.9,21.7,26.1,5.2,119987
2020-09-14,2.6,21.8,25.9,0.001,120180
2020-09-15,1.9,21,25.8,0.001,115395
2020-09-16,1.7,21.5,28.3,6.1,113292
2020-09-17,1.6,19.3,23.3,26.6,114723
2020-09-18,1.9,17.8,23.1,11.3,123736
2020-09-19,2.1,16.8,25.6,0.001,129524
2020-09-20,2,18,25.6,0.001,129714
2020-09-21,2.4,18.5,25,0.001,125912
2020-09-22,3.6,19.5,22.6,0.001,121614
2020-09-23,2.8,20.1,21.7,1.3,120018
2020-09-24,2.7,20.6,22.7,0,144120
2020-09-25,1.7,20.1,25.3,0.6,135128
2020-09-26,2.4,20.5,25.8,0.001,134446
2020-09-27,2.9,19,24.1,5.7,135118
2020-09-28,2.9,19.3,23.4,0.001,134424
2020-09-29,2,18.1,23.8,0.001,140234
2020-09-30,2.3,19,24.9,0.001,155648
2020-10-01,2.1,19.4,24.1,0.001,152712
2020-10-02,1.9,17.6,25.5,0.001,159442
2020-10-03,1.7,20.2,25.3,0,144844
2020-10-04,2.3,19.5,23.5,1.1,118713
2020-10-05,4.9,16.8,21.1,0.001,101706
2020-10-06,2.9,17.1,20.4,0.001,97926
2020-10-07,3.7,17,22.2,0.001,103632
2020-10-08,5.6,19.1,22.5,0.001,119378
2020-10-09,5,18.6,21.5,0.001,136546
2020-10-10,2.2,18.9,22.4,0.001,141180
2020-10-11,2.1,18.9,23.3,0.001,137932
2020-10-12,2.8,18,23.5,0,128268
2020-10-13,3,16.1,21,0.001,127040
2020-10-14,3.3,15.7,21.7,0.001,131131
2020-10-15,2.3,15.6,20.3,0,136192
2020-10-16,2.3,14.4,20,4,142835
2020-10-17,2,13.7,20.7,0.001,149922
2020-10-18,1.9,15.6,20.9,0.001,150724
2020-10-19,2.3,14.2,21.1,0.001,126564
2020-10-20,2.8,15.6,22.2,0.001,146346
2020-10-21,2.7,16.3,22.2,46.4,129597
2020-10-22,3,15.4,20.5,2.2,133248
2020-10-23,5.9,14.3,16.7,0.001,199647
2020-10-24,4.6,14,17.6,0.001,210483
2020-10-25,2.3,13.2,19.9,0.001,204840
2020-10-26,1.9,12.1,20.8,0.001,167400
2020-10-27,2.1,12.5,20.3,0.001,165062
2020-10-28,1.7,15.5,20,0.001,165580
2020-10-29,2.6,12.8,18.7,0.001,172598
2020-10-30,2.2,13.7,18.5,0.001,179050
2020-10-31,2.6,14.3,19.6,0.001,180102
2020-11-01,2.1,13.7,22.3,1,142340
2020-11-02,1.8,12.8,18.5,5.4,133868
2020-11-03,4.9,11.8,16,0.001,132938
2020-11-04,3.1,9.2,15.1,0.001,135865
2020-11-05,2.4,8.2,17.9,0,140590
2020-11-06,1.3,13.8,21.7,0,146198
2020-11-07,1.6,14.5,21,0.001,152925
2020-11-08,3.8,11.5,19.2,0.001,151968
2020-11-09,3.2,10.1,14.5,0.001,145320
2020-11-10,2.5,9.2,17.2,0.001,143025
2020-11-11,2.1,8.6,15.9,0.001,146542
2020-11-12,2.4,11.6,17.9,0.001,159300
2020-11-13,1.9,10.6,18.7,0.001,165315
2020-11-14,2.5,12,19.4,0.001,166248
2020-11-15,2.2,13.3,19.7,0,161268
2020-11-16,1.8,14.5,19.4,1.4,153650
2020-11-17,1.7,16.3,26.7,0.001,155570
2020-11-18,2.4,18.5,25.9,0,151642
2020-11-19,4.6,15.6,25.8,12.2,147638
2020-11-20,4,10.9,15.6,0,154995
2020-11-21,2.5,8.7,16.4,0.001,157135
2020-11-22,3.6,11.3,15.6,4.2,150278
2020-11-23,4,9.2,11.2,0.001,144378
2020-11-24,2.5,8.7,12.9,0,141265
2020-11-25,2.3,9.6,14.7,0.001,140160
2020-11-26,2,9.4,14.1,3.8,139568
2020-11-27,4.5,9.1,12.9,0,140310
2020-11-28,4.9,7.9,9.4,0.001,138832
2020-11-29,3.8,7.6,12,0,133010
2020-11-30,3.7,7.8,10.1,0.2,171444
2020-12-01,2.7,6.1,10.3,0.001,104324
2020-12-02,2.4,6,12.4,0.001,105606
2020-12-03,3.3,5.8,10.5,0.001,110400
2020-12-04,3.9,6.8,9.4,0.001,115227
2020-12-05,1.9,6,12.3,0.001,119098
2020-12-06,1.9,5.3,11.7,0.001,119175
2020-12-07,2.3,6.3,13.1,0.001,111758
2020-12-08,3,6.8,10.3,0.001,108472
2020-12-09,1.9,4.2,10.6,0.001,109312
2020-12-10,1.6,7.6,12.4,0.001,114373
2020-12-11,1.2,8.9,12.5,0,121184
2020-12-12,3,6.5,11.5,0.001,125758
2020-12-13,4,5.7,14.6,0,126172
2020-12-14,6.4,1.7,5.9,0.1,118909
2020-12-15,4.5,2,4.3,0,115504
2020-12-16,4.9,3,5.3,1.5,114842
2020-12-17,3.5,3.8,7.2,0,118780
2020-12-18,3.8,6.1,10.8,0,116974
2020-12-19,5,2.8,6.3,0.001,114849
2020-12-20,4,3.6,7.9,0,110750
2020-12-21,3.2,6.4,10.2,0,107597
2020-12-22,2.3,6,13.1,0.001,106432
2020-12-23,1.6,4.5,15,0,110012
2020-12-24,3.7,8,13.5,0,116540
2020-12-25,4,4.8,10,0.001,120169
2020-12-26,2,3.8,10.6,0.001,119984
2020-12-27,2.7,8.1,11.5,14.4,112665
2020-12-28,2.1,8.3,14.5,0.001,107485
2020-12-29,3.7,3,14.6,5.4,105574
2020-12-30,8.5,-1.4,4.3,4.3,99718
2020-12-31,6.1,-0.3,4.6,3.8,110439
2021-01-01,3.8,4,7.2,0,85340
2021-01-02,4.3,2.8,8.4,0,89464
2021-01-03,2.5,2.7,6.3,0.001,82579
2021-01-04,1.7,2.2,9.2,0.001,76111
2021-01-05,4,2.6,9,0,73574
2021-01-06,5.3,1.7,5.6,0.6,74298
2021-01-07,7.5,-3.1,4.4,7.9,61400
2021-01-08,7.2,-2.7,1,6.1,59682
2021-01-09,6.7,-2.1,3.1,0.9,70196
2021-01-10,4.4,0.8,5.1,0,72674
2021-01-11,2.3,1.5,5.1,10.8,79510
2021-01-12,3.8,2.6,6.4,1.2,84539
2021-01-13,4.4,5.2,13.6,0.001,90674
2021-01-14,2.5,7.9,15.4,0.001,96243
2021-01-15,3.6,7.7,18.2,0.001,102322
2021-01-16,4.7,2.8,8.6,0.001,105298
2021-01-17,5,1.2,4.4,2,105707
2021-01-18,6,3.1,9.9,0,106995
2021-01-19,2.3,2,6.3,0.001,108734
2021-01-20,2.2,3.8,15.9,0.001,109498
2021-01-21,1.7,7.3,17.9,0.5,111514
2021-01-22,1.7,11.5,14.5,8.2,115472
2021-01-23,4,11.1,13.5,57.8,117397
2021-01-24,3.9,10.4,13.6,0.2,121754
2021-01-25,3.5,11.3,15.3,0.001,120743
2021-01-26,3.4,8.8,12.8,19.7,119840
2021-01-27,2.3,5.8,10,0.001,123484
2021-01-28,5.9,0.4,10.6,0.5,124712
2021-01-29,5.2,0.3,5.3,0.2,132212
2021-01-30,3.6,2.2,11.7,0.001,134964
2021-01-31,1.8,5.6,14.9,0,133108
2021-02-01,3.6,9.8,15.8,22.4,96946
2021-02-02,4.4,2.9,10,0.001,98105
2021-02-03,2.7,3.6,8.6,0.001,102400
2021-02-04,3.4,3.6,9.5,0.1,105777
2021-02-05,1.6,2.2,9.9,0,112938
2021-02-06,3.4,7.5,14.6,0.001,119108
2021-02-07,2.9,7.5,15.1,0.001,120600
2021-02-08,3.7,2.3,7.5,0.001,116308
2021-02-09,2.4,2.9,7.8,0.001,116196
2021-02-10,1.7,3.1,10.9,0.001,130722
2021-02-11,2,6,13,0.001,149782
2021-02-12,1.6,10.2,14.1,0.001,165442
2021-02-13,2,10.1,16.3,0.001,164486
2021-02-14,1.4,10.8,16,2.4,148194
2021-02-15,5.5,3.5,12.4,0,133382
2021-02-16,5.2,3.3,9.1,0,132699
2021-02-17,8.2,-1.2,3.8,0.9,129658
2021-02-18,7.2,-1,3.8,1.9,134897
2021-02-19,4,2.8,13.4,0.001,147928
2021-02-20,6.1,11.7,17.7,0.001,154910
2021-02-21,6.4,16.4,23.7,0.001,158336
2021-02-22,4.5,8.7,23.4,0.001,158624
2021-02-23,2.3,5,10.6,0.001,157280
2021-02-24,2.5,5.2,13.2,0.001,157213
2021-02-25,3.6,9.8,15.2,19.6,155372
2021-02-26,6.7,9.8,13,5.4,157745
2021-02-27,5.7,10.8,12.6,0.001,170114
2021-02-28,4,11.3,17.1,0.1,171510
2021-03-01,4,7.8,21.9,11.2,132307
2021-03-02,4.3,6.2,9.8,0,122059
2021-03-03,2.6,4.8,12.8,0.001,114107
2021-03-04,3.2,9.2,12,26.9,115300
2021-03-05,2,10.7,14.2,0.1,126168
2021-03-06,2.8,9.2,14.2,0.001,132920
2021-03-07,3.5,9.1,11.1,0.001,135947
2021-03-08,2.6,8.7,12.7,0.001,135048
2021-03-09,2.3,7.9,13.5,0.001,133917
2021-03-10,2.5,7,16.5,0.001,135692
2021-03-11,3.4,10.9,19,7.6,139506
2021-03-12,3.7,10.3,13.4,14.2,147056
2021-03-13,2.4,9.4,14.7,0.001,158403
2021-03-14,1.8,8.5,15.2,0.001,161679
2021-03-15,2,7.9,19.2,0,157294
2021-03-16,3.4,7.9,19.1,3.1,150955
2021-03-17,2.7,6.3,15.7,0.001,149614
2021-03-18,3.1,10.8,17.1,0.001,152862
2021-03-19,3.3,12.9,16.2,6.2,161766
2021-03-20,3.5,9.6,15.7,7.6,168178
2021-03-21,6,7.3,12.5,0.001,173936
2021-03-22,5.3,6.4,12.8,0.001,174752
2021-03-23,3.8,9,16.5,0.001,173012
2021-03-24,1.9,8.8,17.3,0.001,175942
2021-03-25,1.8,11.6,17.7,0.001,184205
2021-03-26,2.3,9.7,21.2,0.001,189651
2021-03-27,3.1,12.2,21.5,4.2,186823
2021-03-28,4.1,12.7,17.5,0.001,185188
2021-03-29,2.6,12,17.8,0.001,177758
2021-03-30,1.7,11.4,19.1,0.001,169491
2021-03-31,3.3,12.1,20.6,0.001,167426
2021-04-01,4,13.8,17.5,8.8,130823
2021-04-02,4.6,13.8,19.9,9.8,141771
2021-04-03,4.1,13,22.8,0,149919
2021-04-04,4,10.8,13.2,5.2,152730
2021-04-05,2.7,10.6,14.6,4.1,148768
2021-04-06,2.2,11.3,17.4,0.001,149240
2021-04-07,2,11.2,18.3,0.001,152548
2021-04-08,2.6,11.2,18.6,0.001,161448
2021-04-09,3,9.7,17.5,0.001,170496
2021-04-10,3.6,11.4,17.5,0.001,177230
2021-04-11,3.4,12.2,21.5,0.001,175742
2021-04-12,4,14.3,19.9,16.9,157902
2021-04-13,4.3,8.5,14.4,0.001,153426
2021-04-14,3,8.2,14.9,0.001,157276
2021-04-15,2.5,8.6,17.9,0.001,171444
2021-04-16,1.7,11.1,19.7,0.001,180744
2021-04-17,4.4,11.3,16.3,0.001,188678
2021-04-18,4.8,11.1,16.5,0.001,187800
2021-04-19,2.6,9.9,19.1,0.001,180173
2021-04-20,1.9,10.3,18.5,0.001,169862
2021-04-21,1.8,12.3,22.8,0.001,166358
2021-04-22,3.1,16.8,25.9,0.001,173285
2021-04-23,3.9,16.5,25,0.001,181220
2021-04-24,3.7,15.9,21.9,0.001,190918
2021-04-25,2.5,14.7,20.7,0.001,193697
2021-04-26,3.5,13.5,20.9,0.001,184118
2021-04-27,2,14,21.5,0.8,173428
2021-04-28,1.9,14.9,19.5,0,169477
2021-04-29,3.8,14.7,23.3,0,175483
2021-04-30,4.8,11.3,19.9,13.2,183281
2021-05-01,4.5,11.5,16.3,10.1,165700
2021-05-02,3.9,10.9,16.7,0.001,168662
2021-05-03,2.1,9.4,18.9,0.001,156062
2021-05-04,3.2,15.1,23.1,12.8,146506
2021-05-05,3.3,12.9,22.6,0,166380
2021-05-06,1.8,13.1,23.4,0.001,162050
2021-05-07,3.5,14.4,26.6,0.001,167766
2021-05-08,2.9,12.7,25.3,0.001,172774
2021-05-09,2.2,14.9,23.9,0.001,168196
2021-05-10,1.8,17.3,23.4,0.001,160122
2021-05-11,4.1,17.4,20.6,0.4,154242
2021-05-12,4.2,16.1,21,0.6,155978
2021-05-13,3.5,17.7,22.2,0.001,164980
2021-05-14,2.8,17.9,26.5,0,170076
2021-05-15,3,19.6,30.9,6.1,177562
2021-05-16,4.3,17.4,28.5,22.5,173834
2021-05-17,4.2,15.7,18.8,2.4,166394
2021-05-18,2.8,15.3,22.9,0.001,169690
2021-05-19,2,17.2,21.8,0,178560
2021-05-20,4,15.9,23.4,24.4,174142
2021-05-21,3.8,16.1,21.9,0.001,182833
2021-05-22,2.7,17.2,22,0.001,193781
2021-05-23,1.7,17.3,23.3,0,187698
2021-05-24,2.9,16.1,23.2,3,176522
2021-05-25,3.8,16.1,25,0.001,170128
2021-05-26,1.5,15.3,25.4,15.6,169032
2021-05-27,2.7,15.5,24,2.8,177030
2021-05-28,3.8,16.4,29.2,0.001,185514
2021-05-29,2.4,16.5,23.8,0.001,192594
2021-05-30,1.7,16.6,27.7,0.001,190141
2021-05-31,1.5,19.2,27.5,0.001,174982
