year,avgTemp,minTemp,maxTemp,rainFall,rest
2020-01-24,11.3,9.5,12.7,0,701
2020-01-25,11.9,10.6,14,1,868
2020-01-26,11.6,10.6,13,10.1,1034
2020-01-27,9.8,8.1,11.5,60.3,749
2020-01-28,9.9,9.1,11.1,0,482
2020-01-29,9.6,8.5,11.3,0,391
2020-01-30,8.3,7.5,10.2,0.1,471
2020-01-31,7.2,5.9,8,0,356
2020-02-01,8.2,4.5,10.9,0,391
2020-02-02,7.7,6,10.7,0,349
2020-02-03,6.9,5.1,9.3,0,244
2020-02-04,5.6,2.6,8.2,0,258
2020-02-05,3.4,1.2,7.7,0.7,204
2020-02-06,3.3,0.8,5.4,0,208
2020-02-07,6.4,4.8,8.9,0,189
2020-02-08,6.9,4.7,9,0,268
2020-02-09,6.6,4.9,8.9,0,270
2020-02-10,10.6,6.1,14.1,0,226
2020-02-11,11.2,6.7,15.1,0,204
2020-02-12,13.3,11.1,16.7,1.1,237
2020-02-13,12.3,11.1,14.9,0,274
2020-02-14,13.6,11.1,16.4,0,339
2020-02-15,16.2,12.2,21.6,0.8,465
2020-02-16,5.4,3,12.5,7,504
2020-02-17,2.6,0.8,4.2,2,397
2020-02-18,4.9,0.5,7.8,0.1,378
2020-02-19,6.6,2.2,10.7,0,396
2020-02-20,10,6.7,13.2,0,376
2020-02-21,12.4,6.4,16.9,0,386
2020-02-22,10.8,7.6,14.3,0,404
2020-02-23,7.8,5.9,11.1,0,383
2020-02-24,11.5,5.4,15.8,0,287
2020-02-25,16.6,11.5,21.8,0.1,227
2020-02-26,11.4,8.4,12.7,0.1,217
2020-02-27,10,6.8,13.4,0,187
2020-02-28,10.4,8.7,11.6,3.7,194
2020-02-29,11.6,10.9,12.2,14.2,216
2020-03-01,11.2,8.1,12.7,4.2,197
2020-03-02,8,6,10.4,0,180
2020-03-03,10.7,6.2,15,0,174
2020-03-04,8,5.2,10.6,0,221
2020-03-05,6.1,4,9.6,0,216
2020-03-06,7.4,2.5,11.9,0,205
2020-03-07,10.3,8,11,8.1,258
2020-03-08,12,7.3,15.4,0,313
2020-03-09,13.1,11.3,14.6,25.3,191
2020-03-10,9.6,7.7,13.4,21.5,207
2020-03-11,8.4,5.5,11.1,0,262
2020-03-12,9.4,3.8,13.7,0,239
2020-03-13,11.2,8.2,14.5,0,251
2020-03-14,8.4,5.9,10.6,0,330
2020-03-15,11.1,6.8,15.3,0,304
2020-03-16,7.3,4.6,10.6,0,237
2020-03-17,13,6.2,19.8,0,240
2020-03-18,14,10.1,16.7,0,242
2020-03-19,13.9,9.9,21.2,0,255
2020-03-20,12,7.2,16,0,265
2020-03-21,17.4,9.9,22.8,0,327
2020-03-22,14.4,11.3,18.5,1,276
2020-03-23,12.7,9.3,16.3,0,272
2020-03-24,12.6,8.8,15.8,0,208
2020-03-25,16.3,10.8,20.9,0,237
2020-03-26,17.9,15,23.2,17,198
2020-03-27,12,8.4,19.9,0,192
2020-03-28,9,7.1,9.9,3.9,219
2020-03-29,11.2,6.6,14.4,0,279
2020-03-30,13.5,11.7,15.9,0,192
2020-03-31,13.9,11.3,17.2,0.6,152
2020-04-01,11.6,8.4,15.4,3.4,175
2020-04-02,11.8,8.7,14.7,0,188
2020-04-03,12.8,10.9,16.3,0,169
2020-04-04,11.6,7.6,16.9,0,237
2020-04-05,9.7,7.4,13.4,0,226
2020-04-06,10.7,6,14.3,0,163
2020-04-07,13.4,8.9,17.9,0,146
2020-04-08,12.9,10.5,16.8,0,165
2020-04-09,12.1,8.8,15.3,0,141
2020-04-10,12.9,9.9,15.9,0,138
2020-04-11,12.3,9.7,16.8,23.9,220
2020-04-12,9.8,7.5,11.2,25.4,233
2020-04-13,11.6,9.6,13.8,0,258
2020-04-14,13.2,8.3,16.6,0,216
2020-04-15,13.4,10.1,16.9,0,271
2020-04-16,15.9,10.3,21.4,0,229
2020-04-17,16,13.6,18.7,9.7,296
2020-04-18,12.9,11.1,16.2,0,295
2020-04-19,13.3,11,15.6,19.5,236
2020-04-20,13.8,11.6,18,0.4,213
2020-04-21,12.8,10.2,16.5,0,227
2020-04-22,11.1,8.7,14.8,0,255
2020-04-23,11.1,8.7,14.1,0,292
2020-04-24,13.1,9.1,16.8,0,281
2020-04-25,18.3,10.2,23,0,461
2020-04-26,14.2,11.1,18.9,0,447
2020-04-27,14.3,11,17.7,0,389
2020-04-28,15.2,10.4,19.7,0,387
2020-04-29,15.9,13,20,0,464
2020-04-30,19,12.5,24.8,0,707
2020-05-01,20.5,17.4,24.6,0,932
2020-05-02,19.2,16.4,21.9,3.2,942
2020-05-03,19.2,16,23.6,0.9,908
2020-05-04,18.5,15.5,23.7,0,695
2020-05-05,17.6,14.2,24.6,0,718
2020-05-06,19.5,15.9,24.5,0,382
2020-05-07,17.8,14.8,22.9,0,398
2020-05-08,20.9,15.5,26.5,0.2,325
2020-05-09,21.3,15.5,27.7,3.4,405
2020-05-10,16,15,18.1,0,439
2020-05-11,17.3,14.6,23.2,0,428
2020-05-12,18.5,14.9,25.1,0,480
2020-05-13,17,13.2,20.4,0,490
2020-05-14,20.2,15.2,25.8,0,413
2020-05-15,22.1,19,27.1,2.9,456
2020-05-16,16.6,14,19.1,5.3,512
2020-05-17,17,13.6,21.9,0,526
2020-05-18,19.2,15.9,29.5,0.4,423
2020-05-19,17.2,14.4,21.1,0,484
2020-05-20,16.6,13.8,20.6,0,517
2020-05-21,18.8,14.5,24.6,0,490
2020-05-22,19.1,16.3,23.9,0,590
2020-05-23,19.6,16.1,22.4,0,738
2020-05-24,20.4,17.9,26.1,0,671
2020-05-25,17.7,16.4,20.6,0,581
2020-05-26,18.4,16.5,21.1,0,582
2020-05-27,18.2,16,21.1,0,538
2020-05-28,19.7,15.9,25,0,526
2020-05-29,18.5,14.7,20.5,0,570
2020-05-30,20,17.8,23.6,0.6,702
2020-05-31,19.7,17.1,23.6,3.7,692
2020-06-01,18.7,16.7,21.7,0.4,532
2020-06-02,18.6,15,22.5,0,528
2020-06-03,20.5,18.1,24.7,0,478
2020-06-04,21.2,18.7,25.3,0,428
2020-06-05,19.9,17.4,24.2,0,547
2020-06-06,21.2,19.2,26.5,0,748
2020-06-07,21.3,18.5,23.9,0,724
2020-06-08,23.4,18.6,29.7,0,567
2020-06-09,26.7,22.2,30.1,0,543
2020-06-10,24.7,22.7,28.9,0.4,442
2020-06-11,24.5,21.6,28.9,0,469
2020-06-12,22.7,21.1,24.2,1.1,520
2020-06-13,25.6,22.8,29.6,24.3,601
2020-06-14,24.2,20.8,27.7,26,528
2020-06-15,22.2,20.2,25,0,522
2020-06-16,23.3,21.4,26.9,0,552
2020-06-17,20.9,18.3,23.2,30.9,469
2020-06-18,19.5,18.3,22.5,49.3,523
2020-06-19,19.9,18.3,22.6,11.4,624
2020-06-20,21.9,19.7,24.9,0,736
2020-06-21,21.8,20.1,24.3,0,779
2020-06-22,22.7,20.1,28.9,0,687
2020-06-23,25.6,20,30.9,0,659
2020-06-24,24.9,21.9,27.1,38.3,516
2020-06-25,22.9,21.6,24.9,14.2,519
2020-06-26,22.9,20.7,25.4,0,627
2020-06-27,23.1,20.8,26.8,0.1,763
2020-06-28,23.5,20.5,28.7,0,810
2020-06-29,23.2,19.1,27.6,25.1,598
2020-06-30,21.8,20,24,0,540
2020-07-01,22.6,19.7,26.8,0,502
2020-07-02,23,20.2,25.2,0,588
2020-07-03,21.4,19.7,23.8,17,663
2020-07-04,20.2,19.5,21.7,0.4,717
2020-07-05,21.2,19.2,24.2,0,734
2020-07-06,22.5,20.7,26.1,15.7,688
2020-07-07,22.5,21.2,25.5,35.1,620
2020-07-08,22.3,20,25.6,0,566
2020-07-09,23.2,20.9,27.6,2,566
2020-07-10,25.6,21.9,29.8,16.4,699
2020-07-11,23.3,22.5,25.8,0,624
2020-07-12,24.6,22.6,26.5,4.3,737
2020-07-13,25.6,22.6,30.6,1.5,726
2020-07-14,21.6,19.8,23.6,0.5,715
2020-07-15,21.6,20.2,24.6,0,662
2020-07-16,22.2,20.2,24.5,0.4,631
2020-07-17,23.1,20.1,25.8,0,623
2020-07-18,24.2,20.7,26.7,0.2,707
2020-07-19,29.1,23,34.3,0,670
2020-07-20,26.4,22.8,29.9,1.2,632
2020-07-21,24.6,22.6,27.2,4.4,584
2020-07-22,26.8,23.8,30.4,0,556
2020-07-23,26.5,23.6,30.5,9.2,549
2020-07-24,23,21.3,25.1,2.4,585
2020-07-25,23.7,21.2,26.6,0,637
2020-07-26,23.4,20.7,25.5,0,596
2020-07-27,24.8,22.6,27.9,71.5,712
2020-07-28,28.7,25.1,33.8,2,650
2020-07-29,27.9,25.7,30.9,0.5,575
2020-07-30,27.8,25.4,31,0,651
2020-07-31,26.9,25.1,29.5,0,735
2020-08-01,28.2,25.5,30.7,0,891
2020-08-02,29.3,26.7,34,0,914
2020-08-03,28.8,26.7,32.5,0,1038
2020-08-04,30.2,27.1,34.9,0,1034
2020-08-05,30.3,26.4,34.1,9.7,987
2020-08-06,30.2,27.9,32.7,0,1143
2020-08-07,30.6,27.8,32.7,0,870
2020-08-08,30.9,29.7,32.7,0,1017
2020-08-09,30.4,28,33.9,0,853
2020-08-10,29.4,26.6,32.3,4.2,1014
2020-08-11,30.4,27.6,33.6,2,812
2020-08-12,31,28.2,34.5,0,820
2020-08-13,31.3,28.2,36.1,0,771
2020-08-14,32.2,27.6,36.3,0,941
2020-08-15,31.1,27.8,36.3,0,995
2020-08-16,29.9,27.5,32.7,0,958
2020-08-17,29.4,27,32.3,0,952
2020-08-18,29,26.8,30.8,0,784
2020-08-19,28.3,26,31.2,0,789
2020-08-20,28.2,26,31.3,0,683
2020-08-21,28,25.4,30.3,0,678
2020-08-22,27.4,24.3,33.3,2.8,660
2020-08-23,28.3,24.8,31.2,0,589
2020-08-24,30,26.2,35.1,0,631
2020-08-25,29.8,27.7,33.6,2.9,570
2020-08-26,28.4,25.4,29.8,114.3,253
2020-08-27,28.7,27.2,30.8,0.7,440
2020-08-28,28.4,26.4,32.6,2.3,407
2020-08-29,28.4,26.3,31.3,1.5,442
2020-08-30,28.1,26.1,31.4,0,381
2020-08-31,27.8,25.9,31.6,0,326
2020-09-01,26.8,25.6,28,0.1,357
2020-09-02,25.1,23.1,27.9,183.6,218
2020-09-03,25.2,23.2,28.7,0.3,339
2020-09-04,25.5,21.5,29.3,0,325
2020-09-05,21.9,19.3,24.1,7.6,362
2020-09-06,21.7,20.5,23.1,71.7,303
2020-09-07,23,20.7,26.3,79.8,300
2020-09-08,26.7,22.4,30.7,0,380
2020-09-09,25.8,24.4,28.7,0,374
2020-09-10,24.5,22.7,26.6,0,455
2020-09-11,23.5,21.8,26,0.6,529
2020-09-12,23.1,21.6,25.5,0,533
2020-09-13,23,21.7,26.1,5.2,517
2020-09-14,23.3,21.8,25.9,0,479
2020-09-15,23.7,21,25.8,0,505
2020-09-16,23.5,21.5,28.3,6.1,564
2020-09-17,21.2,19.3,23.3,26.6,468
2020-09-18,20.5,17.8,23.1,11.3,502
2020-09-19,21.2,16.8,25.6,0,517
2020-09-20,22,18,25.6,0,573
2020-09-21,21.5,18.5,25,0,515
2020-09-22,21.2,19.5,22.6,0,566
2020-09-23,20.9,20.1,21.7,1.3,509
2020-09-24,21.3,20.6,22.7,0,541
2020-09-25,22.5,20.1,25.3,0.6,478
2020-09-26,22.1,20.5,25.8,0,567
2020-09-27,21.4,19,24.1,5.7,629
2020-09-28,20.9,19.3,23.4,0,640
2020-09-29,21.2,18.1,23.8,0,531
2020-09-30,21.9,19,24.9,0,689
2020-10-01,21.5,19.4,24.1,0,918
2020-10-02,21.7,17.6,25.5,0,992
2020-10-03,22.5,20.2,25.3,0,887
2020-10-04,21.4,19.5,23.5,1.1,573
2020-10-05,18.4,16.8,21.1,0,467
2020-10-06,18.6,17.1,20.4,0,533
2020-10-07,20.5,17,22.2,0,539
2020-10-08,20.3,19.1,22.5,0,707
2020-10-09,20.1,18.6,21.5,0,999
2020-10-10,20.3,18.9,22.4,0,940
2020-10-11,20.4,18.9,23.3,0,792
2020-10-12,20.4,18,23.5,0,716
2020-10-13,18.4,16.1,21,0,748
2020-10-14,19.1,15.7,21.7,0,793
2020-10-15,17.9,15.6,20.3,0,679
2020-10-16,17.2,14.4,20,4,748
2020-10-17,17.5,13.7,20.7,0,963
2020-10-18,17.7,15.6,20.9,0,941
2020-10-19,17.7,14.2,21.1,0,880
2020-10-20,18.7,15.6,22.2,0,846
2020-10-21,18.3,16.3,22.2,46.4,775
2020-10-22,17.5,15.4,20.5,2.2,832
2020-10-23,15.2,14.3,16.7,0,910
2020-10-24,15.4,14,17.6,0,1109
2020-10-25,16.3,13.2,19.9,0,1025
2020-10-26,15.6,12.1,20.8,0,799
2020-10-27,16.5,12.5,20.3,0,756
2020-10-28,17.4,15.5,20,0,782
2020-10-29,15.8,12.8,18.7,0,733
2020-10-30,16.1,13.7,18.5,0,793
2020-10-31,16.5,14.3,19.6,0,957
2020-11-01,18.1,13.7,22.3,1,925
2020-11-02,15.7,12.8,18.5,5.4,820
2020-11-03,13.1,11.8,16,0,839
2020-11-04,12,9.2,15.1,0,920
2020-11-05,14,8.2,17.9,0,814
2020-11-06,17.8,13.8,21.7,0,882
2020-11-07,17.6,14.5,21,0,1013
2020-11-08,14.6,11.5,19.2,0,1086
2020-11-09,12,10.1,14.5,0,954
2020-11-10,13,9.2,17.2,0,850
2020-11-11,12.4,8.6,15.9,0,849
2020-11-12,14.4,11.6,17.9,0,855
2020-11-13,14.4,10.6,18.7,0,1036
2020-11-14,15.8,12,19.4,0,1141
2020-11-15,16.6,13.3,19.7,0,1080
2020-11-16,16.8,14.5,19.4,1.4,994
2020-11-17,21,16.3,26.7,0,897
2020-11-18,22.4,18.5,25.9,0,848
2020-11-19,20.4,15.6,25.8,12.2,875
2020-11-20,12.9,10.9,15.6,0,938
2020-11-21,13.7,8.7,16.4,0,1102
2020-11-22,13.2,11.3,15.6,4.2,982
2020-11-23,10,9.2,11.2,0,879
2020-11-24,10.5,8.7,12.9,0,868
2020-11-25,12.1,9.6,14.7,0,784
2020-11-26,11.8,9.4,14.1,3.8,704
2020-11-27,11,9.1,12.9,0,742
2020-11-28,8.6,7.9,9.4,0,817
2020-11-29,9.2,7.6,12,0,704
2020-11-30,8.7,7.8,10.1,0.2,564
2020-12-01,7.8,6.1,10.3,0,542
2020-12-02,9.3,6,12.4,0,536
2020-12-03,8.2,5.8,10.5,0,467
2020-12-04,7.8,6.8,9.4,0,520
2020-12-05,8.8,6,12.3,0,596
2020-12-06,8.3,5.3,11.7,0,592
2020-12-07,10.1,6.3,13.1,0,491
2020-12-08,8.2,6.8,10.3,0,465
2020-12-09,7.7,4.2,10.6,0,429
2020-12-10,10.3,7.6,12.4,0,393
2020-12-11,11.1,8.9,12.5,0,386
2020-12-12,9.7,6.5,11.5,0,573
2020-12-13,8.7,5.7,14.6,0,472
2020-12-14,3.2,1.7,5.9,0.1,469
2020-12-15,3,2,4.3,0,498
2020-12-16,3.9,3,5.3,1.5,387
2020-12-17,5.7,3.8,7.2,0,416
2020-12-18,7.7,6.1,10.8,0,359
2020-12-19,4.4,2.8,6.3,0,359
2020-12-20,6.8,3.6,7.9,0,316
2020-12-21,7.9,6.4,10.2,0,306
2020-12-22,8.9,6,13.1,0,299
2020-12-23,10.1,4.5,15,0,310
2020-12-24,10.5,8,13.5,0,338
2020-12-25,6.8,4.8,10,0,474
2020-12-26,7.4,3.8,10.6,0,417
2020-12-27,10.1,8.1,11.5,14.4,272
2020-12-28,11.4,8.3,14.5,0,300
2020-12-29,9.6,3,14.6,5.4,277
2020-12-30,0.9,-1.4,4.3,4.3,219
2020-12-31,2.9,-0.3,4.6,3.8,211
2021-01-01,5.5,4,7.2,0,356
2021-01-02,5.9,2.8,8.4,0,424
2021-01-03,4.5,2.7,6.3,0,272
2021-01-04,5.9,2.2,9.2,0,187
2021-01-05,5.6,2.6,9,0,185
2021-01-06,4,1.7,5.6,0.6,183
2021-01-07,-1.1,-3.1,4.4,7.9,80
2021-01-08,-1.1,-2.7,1,6.1,61
2021-01-09,1.2,-2.1,3.1,0.9,51
2021-01-10,3.6,0.8,5.1,0,117
2021-01-11,3.4,1.5,5.1,10.8,212
2021-01-12,4.7,2.6,6.4,1.2,194
2021-01-13,10,5.2,13.6,0,253
2021-01-14,10.8,7.9,15.4,0,289
2021-01-15,12.1,7.7,18.2,0,286
2021-01-16,5.1,2.8,8.6,0,363
2021-01-17,3.1,1.2,4.4,2,312
2021-01-18,6.6,3.1,9.9,0,315
2021-01-19,4,2,6.3,0,295
2021-01-20,9.2,3.8,15.9,0,326
2021-01-21,12.6,7.3,17.9,0.5,344
2021-01-22,12.7,11.5,14.5,8.2,334
2021-01-23,12.5,11.1,13.5,57.8,483
2021-01-24,11.8,10.4,13.6,0.2,488
2021-01-25,12.6,11.3,15.3,0,411
2021-01-26,10.4,8.8,12.8,19.7,437
2021-01-27,7.6,5.8,10,0,428
2021-01-28,6.2,0.4,10.6,0.5,395
2021-01-29,2.5,0.3,5.3,0.2,421
2021-01-30,7.8,2.2,11.7,0,535
2021-01-31,10.7,5.6,14.9,0,505
2021-02-01,11.6,9.8,15.8,22.4,426
2021-02-02,4.2,2.9,10,0,451
2021-02-03,5.8,3.6,8.6,0,434
2021-02-04,6.4,3.6,9.5,0.1,376
2021-02-05,7.1,2.2,9.9,0,435
2021-02-06,10.6,7.5,14.6,0,543
2021-02-07,11,7.5,15.1,0,547
2021-02-08,4.1,2.3,7.5,0,463
2021-02-09,4.8,2.9,7.8,0,426
2021-02-10,7,3.1,10.9,0,408
2021-02-11,9.7,6,13,0,619
2021-02-12,12.2,10.2,14.1,0,800
2021-02-13,13,10.1,16.3,0,774
2021-02-14,13.3,10.8,16,2.4,592
2021-02-15,7.5,3.5,12.4,0,501
2021-02-16,5.7,3.3,9.1,0,515
2021-02-17,1.3,-1.2,3.8,0.9,490
2021-02-18,2.5,-1,3.8,1.9,473
2021-02-19,8.5,2.8,13.4,0,551
2021-02-20,15.6,11.7,17.7,0,770
2021-02-21,18.9,16.4,23.7,0,745
2021-02-22,15.3,8.7,23.4,0,617
2021-02-23,7.5,5,10.6,0,737
2021-02-24,9.9,5.2,13.2,0,651
2021-02-25,11.6,9.8,15.2,19.6,709
2021-02-26,11.2,9.8,13,5.4,872
2021-02-27,11.4,10.8,12.6,0,1011
2021-02-28,14.4,11.3,17.1,0.1,1042
2021-03-01,15.5,7.8,21.9,11.2,852
2021-03-02,7.5,6.2,9.8,0,542
2021-03-03,9.2,4.8,12.8,0,490
2021-03-04,10.9,9.2,12,26.9,457
2021-03-05,11.9,10.7,14.2,0.1,474
2021-03-06,11.3,9.2,14.2,0,731
2021-03-07,10.1,9.1,11.1,0,739
2021-03-08,10.4,8.7,12.7,0,515
2021-03-09,10.6,7.9,13.5,0,577
2021-03-10,11.5,7,16.5,0,569
2021-03-11,14.1,10.9,19,7.6,567
2021-03-12,11.3,10.3,13.4,14.2,684
2021-03-13,11.7,9.4,14.7,0,930
2021-03-14,11.4,8.5,15.2,0,889
2021-03-15,13.9,7.9,19.2,0,631
2021-03-16,12.6,7.9,19.1,3.1,678
2021-03-17,11.3,6.3,15.7,0,582
2021-03-18,13.7,10.8,17.1,0,610
2021-03-19,14.2,12.9,16.2,6.2,675
2021-03-20,12.8,9.6,15.7,7.6,965
2021-03-21,9.2,7.3,12.5,0,998
2021-03-22,9.8,6.4,12.8,0,821
2021-03-23,12.3,9,16.5,0,796
2021-03-24,13.3,8.8,17.3,0,782
2021-03-25,14.1,11.6,17.7,0,738
2021-03-26,14.6,9.7,21.2,0,869
2021-03-27,17.5,12.2,21.5,4.2,989
2021-03-28,14.5,12.7,17.5,0,1042
2021-03-29,15.2,12,17.8,0,828
2021-03-30,14.3,11.4,19.1,0,749
2021-03-31,16.2,12.1,20.6,0,667
2021-04-01,15.2,13.8,17.5,8.8,716
2021-04-02,17.2,13.8,19.9,9.8,900
2021-04-03,18,13,22.8,0,1039
2021-04-04,11.4,10.8,13.2,5.2,974
2021-04-05,12.6,10.6,14.6,4.1,925
2021-04-06,13.9,11.3,17.4,0,884
2021-04-07,14.8,11.2,18.3,0,844
2021-04-08,14.4,11.2,18.6,0,832
2021-04-09,13.8,9.7,17.5,0,992
2021-04-10,14,11.4,17.5,0,1263
2021-04-11,16.6,12.2,21.5,0,1207
2021-04-12,16.5,14.3,19.9,16.9,925
2021-04-13,11.8,8.5,14.4,0,831
2021-04-14,11,8.2,14.9,0,876
2021-04-15,13.1,8.6,17.9,0,852
2021-04-16,15.1,11.1,19.7,0,981
2021-04-17,13.7,11.3,16.3,0,1139
2021-04-18,13,11.1,16.5,0,1198
2021-04-19,14.5,9.9,19.1,0,896
2021-04-20,14.8,10.3,18.5,0,881
2021-04-21,17.5,12.3,22.8,0,795
2021-04-22,21,16.8,25.9,0,842
2021-04-23,19.3,16.5,25,0,1004
2021-04-24,17.5,15.9,21.9,0,1257
2021-04-25,16.9,14.7,20.7,0,1069
2021-04-26,16.5,13.5,20.9,0,1016
2021-04-27,17.1,14,21.5,0.8,904
2021-04-28,17,14.9,19.5,0,873
2021-04-29,18.8,14.7,23.3,0,872
2021-04-30,16.3,11.3,19.9,13.2,1010
